"year","school","gender","test","level","avg_score","pass_rate","fail_rate"
"2011-2012","Keister Elementary","M","History","",456,92.86,7.14
"2011-2012","Keister Elementary","M","Mathematics","3",421,63.41,36.59
"2011-2012","Keister Elementary","M","Mathematics","4",423,65.71,34.29
"2011-2012","Keister Elementary","M","Mathematics","",422,64.47,35.53
"2011-2012","Keister Elementary","M","Science","3",487,97.67,2.33
"2011-2012","Keister Elementary","M","Science","",487,97.67,2.33
"2011-2012","Keister Elementary","M","VA Studies","CST",474,75,25
"2011-2012","Keister Elementary","M","VA Studies","",474,75,25
"2011-2012","Keister Elementary","M","","",422,64.47,35.53
"2011-2012","Keister Elementary","M","","",464,84.62,15.38
"2011-2012","Keister Elementary","M","","",465,82.05,17.95
"2011-2012","Keister Elementary","M","","",487,97.67,2.33
"2011-2012","Keister Elementary","","English Reading","3",474,85.06,14.94
"2011-2012","Keister Elementary","","English Reading","4",487,91.67,8.33
"2011-2012","Keister Elementary","","English Reading","",480,88.05,11.95
"2011-2012","Keister Elementary","","History","3",470,90.7,9.3
"2011-2012","Keister Elementary","","History","",470,90.7,9.3
"2011-2012","Keister Elementary","","Mathematics","3",437,76.47,23.53
"2011-2012","Keister Elementary","","Mathematics","4",437,69.44,30.56
"2011-2012","Keister Elementary","","Mathematics","",437,73.25,26.75
"2011-2012","Keister Elementary","","Science","3",492,93.18,6.82
"2011-2012","Keister Elementary","","Science","",492,93.18,6.82
"2011-2012","Keister Elementary","","VA Studies","CST",477,81.08,18.92
"2011-2012","Keister Elementary","","VA Studies","",477,81.08,18.92
"2011-2012","Keister Elementary","","","",437,73.25,26.75
"2011-2012","Keister Elementary","","","",473,86.25,13.75
"2011-2012","Keister Elementary","","","",480,88.05,11.95
"2011-2012","Keister Elementary","","","",492,93.18,6.82
"2011-2012","Skyline Middle","F","Algebra I","EOC",460,100,0
"2011-2012","Skyline Middle","F","Algebra I","",460,100,0
"2011-2012","Skyline Middle","F","Civics & Econ","CST",441,75.76,24.24
"2011-2012","Skyline Middle","F","Civics & Econ","",441,75.76,24.24
"2011-2012","Skyline Middle","F","English Reading","5",452,61.54,38.46
"2011-2012","Skyline Middle","F","English Reading","6",474,83.82,16.18
"2011-2012","Skyline Middle","F","English Reading","7",475,82.26,17.74
"2011-2012","Skyline Middle","F","English Reading","8",454,80.6,19.4
"2011-2012","Skyline Middle","F","English Reading","",464,77.1,22.9
"2011-2012","Skyline Middle","F","Mathematics","5",412,50,50
"2011-2012","Skyline Middle","F","Mathematics","6",427,77.42,22.58
"2011-2012","Skyline Middle","F","Mathematics","7",414,50,50
"2011-2012","Skyline Middle","F","Mathematics","8",414,64.06,35.94
"2011-2012","Skyline Middle","F","Mathematics","",417,61.5,38.5
"2011-2012","Skyline Middle","F","Science","5",461,80,20
"2011-2012","Skyline Middle","F","Science","8",465,84.29,15.71
"2011-2012","Skyline Middle","F","Science","",463,82.22,17.78
"2011-2012","Skyline Middle","F","US History I","CST",461,82.76,17.24
"2011-2012","Skyline Middle","F","US History I","",461,82.76,17.24
"2011-2012","Skyline Middle","F","US History II","CST",461,77.05,22.95
"2011-2012","Skyline Middle","F","US History II","",461,77.05,22.95
"2011-2012","Skyline Middle","F","Writing","5",470,83.67,16.33
"2011-2012","Skyline Middle","F","Writing","8",431,96.88,3.13
"2011-2012","Skyline Middle","F","Writing","",448,91.15,8.85
"2011-2012","Skyline Middle","F","","",417,61.5,38.5
"2011-2012","Skyline Middle","F","","",448,91.15,8.85
"2011-2012","Skyline Middle","F","","",454,78.72,21.28
"2011-2012","Skyline Middle","F","","",463,82.22,17.78
"2011-2012","Skyline Middle","F","","",464,77.1,22.9
"2011-2012","Skyline Middle","M","Algebra I","EOC",472,95.65,4.35
"2011-2012","Skyline Middle","M","Algebra I","",472,95.65,4.35
"2011-2012","Skyline Middle","M","Civics & Econ","CST",426,66.67,33.33
"2011-2012","Skyline Middle","M","Civics & Econ","",426,66.67,33.33
"2011-2012","Skyline Middle","M","English Reading","5",460,87.5,12.5
"2011-2012","Skyline Middle","M","English Reading","6",467,81.01,18.99
"2011-2012","Skyline Middle","M","English Reading","7",445,76.12,23.88
"2011-2012","Skyline Middle","M","English Reading","8",439,70.49,29.51
"2011-2012","Skyline Middle","M","English Reading","",453,78.97,21.03
"2011-2012","Skyline Middle","M","Mathematics","5",417,58.73,41.27
"2011-2012","Skyline Middle","M","Mathematics","6",430,78.79,21.21
"2011-2012","Skyline Middle","M","Mathematics","7",408,52,48
"2011-2012","Skyline Middle","M","Mathematics","8",387,39.66,60.34
"2011-2012","Skyline Middle","M","Mathematics","",412,58.23,41.77
"2011-2012","Skyline Middle","M","Science","5",491,93.85,6.15
"2011-2012","Skyline Middle","M","Science","8",460,82.26,17.74
"2011-2012","Skyline Middle","M","Science","",475,88.19,11.81
"2011-2012","Skyline Middle","M","US History I","CST",479,74.67,25.33
"2011-2012","Skyline Middle","M","US History I","",479,74.67,25.33
"2011-2012","Skyline Middle","M","US History II","CST",464,83.08,16.92
"2011-2012","Skyline Middle","M","US History II","",464,83.08,16.92
"2011-2012","Skyline Middle","M","Writing","5",452,88.46,11.54
"2011-2012","Skyline Middle","M","Writing","8",415,67.31,32.69
"2011-2012","Skyline Middle","M","Writing","",434,77.88,22.12
"2011-2012","Skyline Middle","M","","",412,58.23,41.77
"2011-2012","Skyline Middle","M","","",434,77.88,22.12
"2011-2012","Skyline Middle","M","","",453,78.97,21.03
"2011-2012","Skyline Middle","M","","",458,75.61,24.39
"2011-2012","Skyline Middle","M","","",475,88.19,11.81
"2011-2012","Skyline Middle","","Algebra I","EOC",466,97.96,2.04
"2011-2012","Skyline Middle","","Algebra I","",466,97.96,2.04
"2011-2012","Skyline Middle","","Civics & Econ","CST",433,71.43,28.57
"2011-2012","Skyline Middle","","Civics & Econ","",433,71.43,28.57
"2011-2012","Skyline Middle","","English Reading","5",456,74.42,25.58
"2011-2012","Skyline Middle","","English Reading","6",470,82.31,17.69
"2011-2012","Skyline Middle","","English Reading","7",460,79.07,20.93
"2011-2012","Skyline Middle","","English Reading","8",447,75.78,24.22
"2011-2012","Skyline Middle","","English Reading","",459,78.05,21.95
"2011-2012","Skyline Middle","","Mathematics","5",414,54.33,45.67
"2011-2012","Skyline Middle","","Mathematics","6",429,78.13,21.88
"2011-2012","Skyline Middle","","Mathematics","7",410,51.16,48.84
"2011-2012","Skyline Middle","","Mathematics","8",402,52.46,47.54
"2011-2012","Skyline Middle","","Mathematics","",414,59.83,40.17
"2011-2012","Skyline Middle","","Science","5",476,86.92,13.08
"2011-2012","Skyline Middle","","Science","8",462,83.33,16.67
"2011-2012","Skyline Middle","","Science","",469,85.11,14.89
"2011-2012","Skyline Middle","","US History I","CST",471,78.2,21.8
"2011-2012","Skyline Middle","","US History I","",471,78.2,21.8
"2011-2012","Skyline Middle","","US History II","CST",463,80.16,19.84
"2011-2012","Skyline Middle","","US History II","",463,80.16,19.84
"2011-2012","Skyline Middle","","Writing","5",461,86.14,13.86
"2011-2012","Skyline Middle","","Writing","8",424,83.62,16.38
"2011-2012","Skyline Middle","","Writing","",441,84.79,15.21
"2011-2012","Skyline Middle","","","",414,59.83,40.17
"2011-2012","Skyline Middle","","","",441,84.79,15.21
"2011-2012","Skyline Middle","","","",456,77.1,22.9
"2011-2012","Skyline Middle","","","",459,78.05,21.95
"2011-2012","Skyline Middle","","","",469,85.11,14.89
"2011-2012","Smithland Elementary","F","English Reading","3",465,85.29,14.71
"2011-2012","Smithland Elementary","F","English Reading","4",486,89.19,10.81
"2011-2012","Smithland Elementary","F","English Reading","",476,87.32,12.68
"2011-2012","Smithland Elementary","F","History","3",446,82.35,17.65
"2011-2012","Smithland Elementary","F","History","",446,80,20
"2011-2012","Smithland Elementary","F","Mathematics","3",404,52.94,47.06
"2011-2012","Smithland Elementary","F","Mathematics","4",442,64.86,35.14
"2011-2012","Smithland Elementary","F","Mathematics","",424,59.15,40.85
"2011-2012","Smithland Elementary","F","Science","3",477,85.29,14.71
"2011-2012","Smithland Elementary","F","Science","",477,85.29,14.71
"2011-2012","Smithland Elementary","F","VA Studies","CST",490,88.89,11.11
"2011-2012","Smithland Elementary","F","VA Studies","",490,88.89,11.11
"2011-2012","Smithland Elementary","F","","",424,59.15,40.85
"2011-2012","Smithland Elementary","F","","",469,84.51,15.49
"2011-2012","Smithland Elementary","F","","",476,87.32,12.68
"2011-2012","Smithland Elementary","F","","",477,85.29,14.71
"2011-2012","Smithland Elementary","M","English Reading","3",437,76.92,23.08
"2011-2012","Smithland Elementary","M","English Reading","4",444,89.19,10.81
"2011-2012","Smithland Elementary","M","English Reading","",440,82.89,17.11
"2011-2012","Smithland Elementary","M","History","3",455,87.18,12.82
"2011-2012","Smithland Elementary","M","History","",455,87.18,12.82
"2011-2012","Smithland Elementary","M","Mathematics","3",409,56.41,43.59
"2011-2012","Smithland Elementary","M","Mathematics","4",425,66.67,33.33
"2011-2012","Smithland Elementary","M","Mathematics","",417,61.54,38.46
"2011-2012","Smithland Elementary","M","Science","3",468,82.5,17.5
"2011-2012","Smithland Elementary","M","Science","",468,82.5,17.5
"2011-2012","Smithland Elementary","M","VA Studies","CST",473,97.37,2.63
"2011-2012","Smithland Elementary","M","VA Studies","",473,97.37,2.63
"2011-2012","Smithland Elementary","M","","",417,61.54,38.46
"2011-2012","Smithland Elementary","M","","",440,82.89,17.11
"2011-2012","Smithland Elementary","M","","",464,92.21,7.79
"2011-2012","Smithland Elementary","M","","",468,82.5,17.5
"2011-2012","Smithland Elementary","","English Reading","3",449,80.82,19.18
"2011-2012","Smithland Elementary","","English Reading","4",465,89.19,10.81
"2011-2012","Smithland Elementary","","English Reading","",457,85.03,14.97
"2011-2012","Smithland Elementary","","History","3",451,84.93,15.07
"2011-2012","Smithland Elementary","","History","",451,83.78,16.22
"2011-2012","Smithland Elementary","","Mathematics","3",407,54.79,45.21
"2011-2012","Smithland Elementary","","Mathematics","4",433,65.79,34.21
"2011-2012","Smithland Elementary","","Mathematics","",420,60.4,39.6
"2011-2012","Smithland Elementary","","Science","3",472,83.78,16.22
"2011-2012","Smithland Elementary","","Science","",472,83.78,16.22
"2011-2012","Smithland Elementary","","VA Studies","CST",481,93.24,6.76
"2011-2012","Smithland Elementary","","VA Studies","",481,93.24,6.76
"2011-2012","Smithland Elementary","","","",420,60.4,39.6
"2011-2012","Smithland Elementary","","","",457,85.03,14.97
"2011-2012","Smithland Elementary","","","",466,88.51,11.49
"2011-2012","Smithland Elementary","","","",472,83.78,16.22
"2011-2012","Spotswood Elementary","F","English Reading","3",442,72.73,27.27
"2011-2012","Spotswood Elementary","F","English Reading","4",427,77.78,22.22
"2011-2012","Spotswood Elementary","F","English Reading","",434,75.28,24.72
"2011-2012","Spotswood Elementary","F","History","3",431,77.27,22.73
"2011-2012","Spotswood Elementary","F","History","",431,77.27,22.73
"2011-2012","Spotswood Elementary","F","Mathematics","3",376,31.71,68.29
"2011-2012","Spotswood Elementary","F","Mathematics","4",387,39.02,60.98
"2011-2012","Spotswood Elementary","F","Mathematics","",382,35.37,64.63
"2011-2012","Spotswood Elementary","F","Science","3",444,77.27,22.73
"2011-2012","Spotswood Elementary","F","Science","",444,77.27,22.73
"2011-2012","Spotswood Elementary","F","VA Studies","CST",420,62.79,37.21
"2011-2012","Spotswood Elementary","F","VA Studies","",420,62.79,37.21
"2011-2012","Spotswood Elementary","F","","",382,35.37,64.63
"2011-2012","Spotswood Elementary","F","","",426,70.11,29.89
"2011-2012","Spotswood Elementary","F","","",434,75.28,24.72
"2011-2012","Spotswood Elementary","F","","",444,77.27,22.73
"2011-2012","Spotswood Elementary","M","English Reading","3",440,77.78,22.22
"2011-2012","Spotswood Elementary","M","English Reading","4",437,77.78,22.22
"2011-2012","Spotswood Elementary","M","English Reading","",438,77.78,22.22
"2011-2012","Spotswood Elementary","M","History","3",440,73.68,26.32
"2011-2012","Spotswood Elementary","M","History","",440,73.68,26.32
"2011-2012","Spotswood Elementary","M","Mathematics","3",390,38.71,61.29
"2011-2012","Spotswood Elementary","M","Mathematics","4",402,50,50
"2011-2012","Spotswood Elementary","M","Mathematics","",397,45.07,54.93
"2011-2012","Spotswood Elementary","M","Science","3",462,81.08,18.92
"2011-2012","Spotswood Elementary","M","Science","",462,81.08,18.92
"2011-2012","Spotswood Elementary","M","VA Studies","CST",431,61.36,38.64
"2011-2012","Spotswood Elementary","M","VA Studies","",431,61.36,38.64
"2011-2012","Spotswood Elementary","M","","",397,45.07,54.93
"2011-2012","Spotswood Elementary","M","","",435,67.07,32.93
"2011-2012","Spotswood Elementary","M","","",438,77.78,22.22
"2011-2012","Spotswood Elementary","M","","",462,81.08,18.92
"2011-2012","Spotswood Elementary","","English Reading","3",441,75,25
"2011-2012","Spotswood Elementary","","English Reading","4",432,77.78,22.22
"2011-2012","Spotswood Elementary","","English Reading","",436,76.47,23.53
"2011-2012","Spotswood Elementary","","History","3",435,75.61,24.39
"2011-2012","Spotswood Elementary","","History","",435,75.61,24.39
"2011-2012","Spotswood Elementary","","Mathematics","3",382,34.72,65.28
"2011-2012","Spotswood Elementary","","Mathematics","4",394,44.44,55.56
"2011-2012","Spotswood Elementary","","Mathematics","",389,39.87,60.13
"2011-2012","Spotswood Elementary","","Science","3",452,79.01,20.99
"2011-2012","Spotswood Elementary","","Science","",452,79.01,20.99
"2011-2012","Spotswood Elementary","","VA Studies","CST",426,62.07,37.93
"2011-2012","Spotswood Elementary","","VA Studies","",426,62.07,37.93
"2011-2012","Spotswood Elementary","","","",389,39.87,60.13
"2011-2012","Spotswood Elementary","","","",430,68.64,31.36
"2011-2012","Spotswood Elementary","","","",436,76.47,23.53
"2011-2012","Spotswood Elementary","","","",452,79.01,20.99
"2011-2012","Stone Spring Elementary","F","English Reading","3",500,96.55,3.45
"2011-2012","Stone Spring Elementary","F","English Reading","4",492,92.86,7.14
"2011-2012","Stone Spring Elementary","F","English Reading","",496,94.74,5.26
"2011-2012","Stone Spring Elementary","F","History","3",484,96.55,3.45
"2011-2012","Stone Spring Elementary","F","History","",484,96.55,3.45
"2011-2012","Stone Spring Elementary","F","Mathematics","3",412,51.72,48.28
"2011-2012","Stone Spring Elementary","F","Mathematics","4",452,86.67,13.33
"2011-2012","Stone Spring Elementary","F","Mathematics","",432,69.49,30.51
"2011-2012","Stone Spring Elementary","F","Science","3",484,96.67,3.33
"2011-2012","Stone Spring Elementary","F","Science","",484,96.67,3.33
"2011-2012","Stone Spring Elementary","F","VA Studies","CST",488,93.1,6.9
"2011-2012","Stone Spring Elementary","F","VA Studies","",488,93.1,6.9
"2011-2012","Stone Spring Elementary","F","","",432,69.49,30.51
"2011-2012","Stone Spring Elementary","F","","",484,96.67,3.33
"2011-2012","Stone Spring Elementary","F","","",486,94.83,5.17
"2011-2012","Stone Spring Elementary","F","","",496,94.74,5.26
"2011-2012","Stone Spring Elementary","M","English Reading","3",491,100,0
"2011-2012","Stone Spring Elementary","M","English Reading","4",452,81.08,18.92
"2011-2012","Stone Spring Elementary","M","English Reading","",470,90.28,9.72
"2011-2012","Stone Spring Elementary","M","History","3",493,88.57,11.43
"2011-2012","Stone Spring Elementary","M","History","",493,88.89,11.11
"2011-2012","Stone Spring Elementary","M","Mathematics","3",426,60,40
"2011-2012","Stone Spring Elementary","M","Mathematics","4",441,72.22,27.78
"2011-2012","Stone Spring Elementary","M","Mathematics","",434,66.2,33.8
"2011-2012","Stone Spring Elementary","M","Science","3",493,91.43,8.57
"2011-2012","Stone Spring Elementary","M","Science","",493,91.43,8.57
"2011-2012","Stone Spring Elementary","M","VA Studies","CST",466,91.67,8.33
"2011-2012","Stone Spring Elementary","M","VA Studies","",466,91.67,8.33
"2011-2012","Stone Spring Elementary","M","","",434,66.2,33.8
"2011-2012","Stone Spring Elementary","M","","",470,90.28,9.72
"2011-2012","Stone Spring Elementary","M","","",479,90.28,9.72
"2011-2012","Stone Spring Elementary","M","","",493,91.43,8.57
"2011-2012","Stone Spring Elementary","","English Reading","3",495,98.44,1.56
"2011-2012","Stone Spring Elementary","","English Reading","4",469,86.15,13.85
"2011-2012","Stone Spring Elementary","","English Reading","",482,92.25,7.75
"2011-2012","Stone Spring Elementary","","History","3",489,92.19,7.81
"2011-2012","Stone Spring Elementary","","History","",489,92.31,7.69
"2011-2012","Stone Spring Elementary","","Mathematics","3",420,56.25,43.75
"2011-2012","Stone Spring Elementary","","Mathematics","4",446,78.79,21.21
"2011-2012","Stone Spring Elementary","","Mathematics","",433,67.69,32.31
"2011-2012","Stone Spring Elementary","","Science","3",489,93.85,6.15
"2011-2012","Stone Spring Elementary","","Science","",489,93.85,6.15
"2011-2012","Stone Spring Elementary","","VA Studies","CST",476,92.31,7.69
"2011-2012","Stone Spring Elementary","","VA Studies","",476,92.31,7.69
"2011-2012","Stone Spring Elementary","","","",433,67.69,32.31
"2011-2012","Stone Spring Elementary","","","",482,92.25,7.75
"2011-2012","Stone Spring Elementary","","","",482,92.31,7.69
"2011-2012","Stone Spring Elementary","","","",489,93.85,6.15
"2011-2012","Thomas Harrison Middle","F","Algebra I","EOC",495,100,0
"2011-2012","Thomas Harrison Middle","F","Algebra I","",495,100,0
"2011-2012","Thomas Harrison Middle","F","Civics & Econ","CST",449,72.97,27.03
"2011-2012","Thomas Harrison Middle","F","Civics & Econ","",449,72.97,27.03
"2011-2012","Thomas Harrison Middle","F","English Reading","5",456,82.65,17.35
"2011-2012","Thomas Harrison Middle","F","English Reading","6",463,78.57,21.43
"2011-2012","Thomas Harrison Middle","F","English Reading","7",459,81.71,18.29
"2011-2012","Thomas Harrison Middle","F","English Reading","8",479,78.67,21.33
"2011-2012","Thomas Harrison Middle","F","English Reading","",464,80.38,19.62
"2011-2012","Thomas Harrison Middle","F","Mathematics","5",400,46.81,53.19
"2011-2012","Thomas Harrison Middle","F","Mathematics","6",408,60.44,39.56
"2011-2012","Thomas Harrison Middle","F","Mathematics","7",395,37.68,62.32
"2011-2012","Thomas Harrison Middle","F","Mathematics","8",413,63.77,36.23
"2011-2012","Thomas Harrison Middle","F","Mathematics","",404,52.32,47.68
"2011-2012","Thomas Harrison Middle","F","Science","5",450,83.51,16.49
"2011-2012","Thomas Harrison Middle","F","Science","8",474,85.53,14.47
"2011-2012","Thomas Harrison Middle","F","Science","",461,84.39,15.61
"2011-2012","Thomas Harrison Middle","F","US History I","CST",447,59.43,40.57
"2011-2012","Thomas Harrison Middle","F","US History I","",447,59.43,40.57
"2011-2012","Thomas Harrison Middle","F","US History II","CST",439,68.67,31.33
"2011-2012","Thomas Harrison Middle","F","US History II","",439,68.67,31.33
"2011-2012","Thomas Harrison Middle","F","Writing","5",459,85.92,14.08
"2011-2012","Thomas Harrison Middle","F","Writing","8",430,84.93,15.07
"2011-2012","Thomas Harrison Middle","F","Writing","",444,85.42,14.58
"2011-2012","Thomas Harrison Middle","F","","",404,52.32,47.68
"2011-2012","Thomas Harrison Middle","F","","",444,85.42,14.58
"2011-2012","Thomas Harrison Middle","F","","",445,66.42,33.58
"2011-2012","Thomas Harrison Middle","F","","",461,84.39,15.61
"2011-2012","Thomas Harrison Middle","F","","",464,80.38,19.62
"2011-2012","Thomas Harrison Middle","M","Algebra I","EOC",482,100,0
"2011-2012","Thomas Harrison Middle","M","Algebra I","",482,100,0
"2011-2012","Thomas Harrison Middle","M","Civics & Econ","CST",449,75.28,24.72
"2011-2012","Thomas Harrison Middle","M","Civics & Econ","",449,75.28,24.72
"2011-2012","Thomas Harrison Middle","M","English Reading","5",461,78.86,21.14
"2011-2012","Thomas Harrison Middle","M","English Reading","6",447,71.43,28.57
"2011-2012","Thomas Harrison Middle","M","English Reading","7",457,75.41,24.59
"2011-2012","Thomas Harrison Middle","M","English Reading","8",465,83.87,16.13
"2011-2012","Thomas Harrison Middle","M","English Reading","",458,77.39,22.61
"2011-2012","Thomas Harrison Middle","M","Mathematics","5",406,49.58,50.42
"2011-2012","Thomas Harrison Middle","M","Mathematics","6",394,45.21,54.79
"2011-2012","Thomas Harrison Middle","M","Mathematics","7",388,39.13,60.87
"2011-2012","Thomas Harrison Middle","M","Mathematics","8",414,58.7,41.3
"2011-2012","Thomas Harrison Middle","M","Mathematics","",401,48.4,51.6
"2011-2012","Thomas Harrison Middle","M","Science","5",471,84.43,15.57
"2011-2012","Thomas Harrison Middle","M","Science","8",475,89.25,10.75
"2011-2012","Thomas Harrison Middle","M","Science","",473,86.51,13.49
"2011-2012","Thomas Harrison Middle","M","US History I","CST",451,74.44,25.56
"2011-2012","Thomas Harrison Middle","M","US History I","",451,74.44,25.56
"2011-2012","Thomas Harrison Middle","M","US History II","CST",464,83.33,16.67
"2011-2012","Thomas Harrison Middle","M","US History II","",464,83.33,16.67
"2011-2012","Thomas Harrison Middle","M","Writing","5",447,86.36,13.64
"2011-2012","Thomas Harrison Middle","M","Writing","8",420,72.09,27.91
"2011-2012","Thomas Harrison Middle","M","Writing","",434,79.31,20.69
"2011-2012","Thomas Harrison Middle","M","","",401,48.4,51.6
"2011-2012","Thomas Harrison Middle","M","","",434,79.31,20.69
"2011-2012","Thomas Harrison Middle","M","","",455,78.52,21.48
"2011-2012","Thomas Harrison Middle","M","","",458,77.39,22.61
"2011-2012","Thomas Harrison Middle","M","","",473,86.51,13.49
"2011-2012","Thomas Harrison Middle","","Algebra I","EOC",487,100,0
"2011-2012","Thomas Harrison Middle","","Algebra I","",487,100,0
"2011-2012","Thomas Harrison Middle","","Civics & Econ","CST",449,74.23,25.77
"2011-2012","Thomas Harrison Middle","","Civics & Econ","",449,74.23,25.77
"2011-2012","Thomas Harrison Middle","","English Reading","5",459,80.54,19.46
"2011-2012","Thomas Harrison Middle","","English Reading","6",456,75.37,24.63
"2011-2012","Thomas Harrison Middle","","English Reading","7",458,77.94,22.06
"2011-2012","Thomas Harrison Middle","","English Reading","8",472,81.55,18.45
"2011-2012","Thomas Harrison Middle","","English Reading","",461,78.77,21.23
"2011-2012","Thomas Harrison Middle","","Geometry","EOC",531,100,0
"2011-2012","Thomas Harrison Middle","","Geometry","",531,100,0
"2011-2012","Thomas Harrison Middle","","Mathematics","5",403,48.36,51.64
"2011-2012","Thomas Harrison Middle","","Mathematics","6",401,53.66,46.34
"2011-2012","Thomas Harrison Middle","","Mathematics","7",391,38.51,61.49
"2011-2012","Thomas Harrison Middle","","Mathematics","8",413,60.87,39.13
"2011-2012","Thomas Harrison Middle","","Mathematics","",402,50.21,49.79
"2011-2012","Thomas Harrison Middle","","Science","5",462,84.02,15.98
"2011-2012","Thomas Harrison Middle","","Science","8",475,87.57,12.43
"2011-2012","Thomas Harrison Middle","","Science","",467,85.57,14.43
"2011-2012","Thomas Harrison Middle","","US History I","CST",449,66.33,33.67
"2011-2012","Thomas Harrison Middle","","US History I","",449,66.33,33.67
"2011-2012","Thomas Harrison Middle","","US History II","CST",453,77.16,22.84
"2011-2012","Thomas Harrison Middle","","US History II","",453,77.16,22.84
"2011-2012","Thomas Harrison Middle","","Writing","5",453,86.16,13.84
"2011-2012","Thomas Harrison Middle","","Writing","8",424,77.99,22.01
"2011-2012","Thomas Harrison Middle","","Writing","",438,82.08,17.92
"2011-2012","Thomas Harrison Middle","","","",402,50.21,49.79
"2011-2012","Thomas Harrison Middle","","","",438,82.08,17.92
"2011-2012","Thomas Harrison Middle","","","",450,72.82,27.18
"2011-2012","Thomas Harrison Middle","","","",461,78.77,21.23
"2011-2012","Thomas Harrison Middle","","","",467,85.57,14.43
"2011-2012","Waterman Elementary","F","English Reading","3",470,85.29,14.71
"2011-2012","Waterman Elementary","F","English Reading","4",471,90.48,9.52
"2011-2012","Waterman Elementary","F","English Reading","",470,88.16,11.84
"2011-2012","Waterman Elementary","F","History","3",464,90.91,9.09
"2011-2012","Waterman Elementary","F","History","",464,91.43,8.57
"2011-2012","Waterman Elementary","F","Mathematics","3",425,64.71,35.29
"2011-2012","Waterman Elementary","F","Mathematics","4",423,71.43,28.57
"2011-2012","Waterman Elementary","F","Mathematics","",424,68.42,31.58
"2011-2012","Waterman Elementary","F","Science","3",466,88.24,11.76
"2011-2012","Waterman Elementary","F","Science","",466,88.24,11.76
"2011-2012","Waterman Elementary","F","VA Studies","CST",470,87.5,12.5
"2011-2012","Waterman Elementary","F","VA Studies","",470,87.5,12.5
"2011-2012","Waterman Elementary","F","","",424,68.42,31.58
"2011-2012","Waterman Elementary","F","","",466,88.24,11.76
"2011-2012","Waterman Elementary","F","","",467,89.33,10.67
"2011-2012","Waterman Elementary","F","","",470,88.16,11.84
"2011-2012","Waterman Elementary","M","English Reading","3",486,82.35,17.65
"2011-2012","Waterman Elementary","M","English Reading","4",468,93.75,6.25
"2011-2012","Waterman Elementary","M","English Reading","",473,89.8,10.2
"2011-2012","Waterman Elementary","M","History","3",503,93.75,6.25
"2011-2012","Waterman Elementary","M","History","",503,93.75,6.25
"2011-2012","Waterman Elementary","M","Mathematics","3",454,87.5,12.5
"2011-2012","Waterman Elementary","M","Mathematics","4",424,67.74,32.26
"2011-2012","Waterman Elementary","M","Mathematics","",434,74.47,25.53
"2011-2012","Waterman Elementary","M","Science","3",504,93.75,6.25
"2011-2012","Waterman Elementary","M","Science","",504,93.75,6.25
"2011-2012","Waterman Elementary","M","VA Studies","CST",498,100,0
"2011-2012","Waterman Elementary","M","VA Studies","",498,100,0
"2011-2012","Waterman Elementary","M","","",434,74.47,25.53
"2011-2012","Waterman Elementary","M","","",473,89.8,10.2
"2011-2012","Waterman Elementary","M","","",500,97.92,2.08
"2011-2012","Waterman Elementary","M","","",504,93.75,6.25
"2011-2012","Waterman Elementary","","English Reading","3",475,84.31,15.69
"2011-2012","Waterman Elementary","","English Reading","4",469,91.89,8.11
"2011-2012","Waterman Elementary","","English Reading","",472,88.8,11.2
"2011-2012","Waterman Elementary","","History","3",477,91.84,8.16
"2011-2012","Waterman Elementary","","History","",477,92.16,7.84
"2011-2012","Waterman Elementary","","Mathematics","3",435,72,28
"2011-2012","Waterman Elementary","","Mathematics","4",423,69.86,30.14
"2011-2012","Waterman Elementary","","Mathematics","",428,70.73,29.27
"2011-2012","Waterman Elementary","","Science","3",478,90,10
"2011-2012","Waterman Elementary","","Science","",478,90,10
"2011-2012","Waterman Elementary","","VA Studies","CST",482,93.06,6.94
"2011-2012","Waterman Elementary","","VA Studies","",482,93.06,6.94
"2011-2012","Waterman Elementary","","","",428,70.73,29.27
"2011-2012","Waterman Elementary","","","",472,88.8,11.2
"2011-2012","Waterman Elementary","","","",478,90,10
"2011-2012","Waterman Elementary","","","",480,92.68,7.32
"2011-2012","","F","Algebra I","EOC",425,72.12,27.88
"2011-2012","","F","Algebra I","",425,72.12,27.88
"2011-2012","","F","Algebra II","EOC",428,67.96,32.04
"2011-2012","","F","Algebra II","",428,67.96,32.04
"2011-2012","","F","Biology","EOC",444,85.71,14.29
"2011-2012","","F","Biology","",444,85.71,14.29
"2011-2012","","F","Chemistry","EOC",448,91.67,8.33
"2011-2012","","F","Chemistry","",448,91.67,8.33
"2011-2012","","F","Civics & Econ","CST",444,73.24,26.76
"2011-2012","","F","Civics & Econ","",444,73.24,26.76
"2011-2012","","F","Earth Science","EOC",448,79.04,20.96
"2011-2012","","F","Earth Science","",448,79.04,20.96
"2011-2012","","F","English Reading","3",472,85.95,14.05
"2011-2012","","F","English Reading","4",472,87.89,12.11
"2011-2012","","F","English Reading","5",454,73.78,26.22
"2011-2012","","F","English Reading","6",467,80.11,19.89
"2011-2012","","F","English Reading","7",464,80.82,19.18
"2011-2012","","F","English Reading","8",466,79.02,20.98
"2011-2012","","F","English Reading","EOC",471,84.76,15.24
"2011-2012","","F","English Reading","",466,81.57,18.43
"2011-2012","","F","Geography","EOC",425,74.07,25.93
"2011-2012","","F","Geography","",425,74.07,25.93
